cik,name,entityType,sic,sicDescription,ownerOrg,insiderTransactionForOwnerExists,insiderTransactionForIssuerExists,tickers,exchanges,ein,description,website,investorWebsite,category,fiscalYearEnd,stateOfIncorporation,stateOfIncorporationDescription,phone,flags,mailing_street1,mailing_street2,mailing_city,mailing_stateOrCountry,mailing_zipCode,mailing_stateOrCountryDescription,business_street1,business_street2,business_city,business_stateOrCountry,business_zipCode,business_stateOrCountryDescription
0001166691,COMCAST CORP,operating,4841,Cable & Other Pay Television Services,06 Technology,1,1,"CMCSA,CCZ","Nasdaq,NYSE",270000798,,,,Large accelerated filer,1231,PA,PA,215-286-1700,,ONE COMCAST CENTER,,PHILADELPHIA,PA,19103-2838,PA,ONE COMCAST CENTER,,PHILADELPHIA,PA,19103-2838,PA
0000064040,S&P Global Inc.,operating,7320,"Services-Consumer Credit Reporting, Collection Agencies",07 Trade & Services,0,1,SPGI,NYSE,131026995,,,,Large accelerated filer,1231,NY,NY,212-438-1000,,55 WATER STREET,,NEW YORK,NY,10041,NY,55 WATER STREET,,NEW YORK,NY,10041,NY
0001144967,HDFC BANK LTD,other,6029,"Commercial Banks, NEC",02 Finance,0,0,HDB,NYSE,000000000,,,,Large accelerated filer,0331,K7,India,91224957676,,KAMALA MILLS COMPOUND,"SENAPATI BAPAT MARG, LOWER PAREL",MUMBAI INDIA,K7,400013,India,"'HDFC BANK HOUSE', SENAPATI BAPAT ROAD","LOWER PAREL (WEST), MUMBAI INDIA",INDIA,K7,400013,India
0000217410,UNILEVER PLC,other,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",08 Industrial Applications and Services,0,0,"UL,UNLYF","NYSE,OTC",000000000,,,,Large accelerated filer,1231,,,201-894-2790,,C/O UNILEVER UNITED STATES INC,700 SYLVAN AVENUE (ATTN.: M MONTAGNINO),ENGLEWOOD CLIFFS,NJ,07632,NJ,UNILEVER HOUSE,BLACKFRIARS,LONDON ENGLAND,X0,EC4P 4BQ,United Kingdom
0001543151,"Uber Technologies, Inc",operating,7389,"Services-Business Services, NEC",07 Trade & Services,1,1,UBER,NYSE,452647441,,,,Large accelerated filer,1231,DE,DE,415-612-8582,,1725 3RD STREET,,SAN FRANCISCO,CA,94158,CA,1725 3RD STREET,,SAN FRANCISCO,CA,94158,CA
0000100885,UNION PACIFIC CORP,operating,4011,"Railroads, Line-Haul Operating",01 Energy & Transportation,0,1,UNP,NYSE,132626465,,,,Large accelerated filer,1231,UT,UT,402 544 6763,,1400 DOUGLAS STREET,STOP 0310,OMAHA,NE,68179,NE,1400 DOUGLAS STREET,STOP 0310,OMAHA,NE,68179,NE
0000732717,AT&T INC.,operating,4813,Telephone Communications (No Radiotelephone),06 Technology,1,1,"T,TBB,TBC,T-PA,T-PC","NYSE,NYSE,NYSE,NYSE,NYSE",431301883,,,,Large accelerated filer,1231,DE,DE,2108214105,,208 S. AKARD ST,,DALLAS,TX,75202,TX,208 S. AKARD ST,,DALLAS,TX,75202,TX
0000080661,PROGRESSIVE CORP/OH/,operating,6331,"Fire, Marine & Casualty Insurance",02 Finance,0,1,PGR,NYSE,340963169,,,,Large accelerated filer,1231,OH,OH,4404615000,,300 NORTH COMMONS BLVD.,,MAYFIELD VILLAGE,OH,44143,OH,300 NORTH COMMONS BLVD.,,MAYFIELD VILLAGE,OH,44143,OH
0000060667,LOWES COMPANIES INC,operating,5211,Retail-Lumber & Other Building Materials Dealers,07 Trade & Services,1,1,LOW,NYSE,560578072,,,,Large accelerated filer,0131,NC,NC,704-758-1000,,1000 LOWES BLVD.,,MOORESVILLE,NC,28117,NC,1000 LOWES BLVD.,,MOORESVILLE,NC,28117,NC
0001973239,ARM HOLDINGS PLC /UK,other,3674,Semiconductors & Related Devices,04 Manufacturing,0,0,ARM,Nasdaq,000000000,,,,Non-accelerated filer,0331,X0,United Kingdom,44 1223 400 400,,110 FULBOURN ROAD,,CAMBRIDGE,X0,CB1 9NJ,United Kingdom,110 FULBOURN ROAD,,CAMBRIDGE,X0,CB1 9NJ,United Kingdom
0001121404,Sanofi,other,2834,Pharmaceutical Preparations,03 Life Sciences,1,0,"SNY,SNYNF","Nasdaq,OTC",133529324,,,,Large accelerated filer,1231,I0,France,33153774400,,46 AVENUE DE LA GRANDE ARMEE,,PARIS,I0,75017,France,46 AVENUE DE LA GRANDE ARMEE,,PARIS,I0,75017,France
0000811809,BHP Group Ltd,other,1000,Metal Mining,01 Energy & Transportation,1,0,"BHP,BHPLF","NYSE,OTC",000000000,,,,Large accelerated filer,0630,C3,Australia,011611300554757,,GPO BOX 86,MELBOURNE,VICTORIA AUSTRALIA,C3,3001,Australia,16/171 COLLINS STREET,MELBOURNE,VICTORIA AUSTRALIA,C3,3000,Australia
0000936468,LOCKHEED MARTIN CORP,operating,3760,Guided Missiles & Space Vehicles & Parts,04 Manufacturing,1,1,LMT,NYSE,521893632,,,,Large accelerated filer,1231,MD,MD,3018976000,,6801 ROCKLEDGE DRIVE,,BETHESDA,MD,20817,MD,6801 ROCKLEDGE DR,,BETHESDA,MD,20817,MD
0000872589,"REGENERON PHARMACEUTICALS, INC.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,1,1,REGN,Nasdaq,133444607,,,,Large accelerated filer,1231,NY,NY,9148477000,,777 OLD SAW MILL RIVER ROAD,,TARRYTOWN,NY,10591,NY,777 OLD SAW MILL RIVER ROAD,,TARRYTOWN,NY,10591,NY
0000773840,HONEYWELL INTERNATIONAL INC,operating,3724,Aircraft Engines & Engine Parts,04 Manufacturing,1,1,HON,Nasdaq,222640650,,,,Large accelerated filer,1231,DE,DE,704-627-6200,,855 S. MINT STREET,,CHARLOTTE,NC,28202,NC,855 S. MINT STREET,,CHARLOTTE,NC,28202,NC
0001364742,"BlackRock Finance, Inc.",operating,6211,"Security Brokers, Dealers & Flotation Companies",02 Finance,1,1,,,320174431,,,,Large accelerated filer,1231,DE,DE,212-810-5800,,50 HUDSON YARDS,,NEW YORK,NY,10001,NY,50 HUDSON YARDS,,NEW YORK,NY,10001,NY
0001163165,CONOCOPHILLIPS,operating,2911,Petroleum Refining,01 Energy & Transportation,1,1,COP,NYSE,010562944,,,,Large accelerated filer,1231,DE,DE,281-293-1000,,SHIPPING & RECEIVING CENTER,16930 PARK ROW DR.,HOUSTON,TX,77084,TX,925 N. ELDRIDGE PARKWAY,,HOUSTON,TX,77079,TX
0000310764,STRYKER CORP,operating,3841,Surgical & Medical Instruments & Apparatus,08 Industrial Applications and Services,1,1,SYK,NYSE,381239739,,,,Large accelerated filer,1231,MI,MI,2693852600,,1941 STRYKER WAY,,PORTAGE,MI,49002,MI,1941 STRYKER WAY,,PORTAGE,MI,49002,MI
0001156039,"Elevance Health, Inc.",operating,6324,Hospital & Medical Service Plans,02 Finance,1,1,ELV,NYSE,352145715,,,,Large accelerated filer,1231,IN,IN,8003311476,,220 VIRGINIA AVENUE,,INDIANAPOLIS,IN,46204,IN,220 VIRGINIA AVENUE,,INDIANAPOLIS,IN,46204,IN
0000109198,TJX COMPANIES INC /DE/,operating,5651,Retail-Family Clothing Stores,07 Trade & Services,0,1,TJX,NYSE,042207613,,,,Large accelerated filer,0201,DE,DE,508-390-1000,,770 COCHITUATE ROAD,,FRAMINGHAM,MA,01701,MA,770 COCHITUATE RD,,FRAMINGHAM,MA,01701,MA
0000320187,"NIKE, Inc.",operating,3021,Rubber & Plastics Footwear,04 Manufacturing,0,1,NKE,NYSE,930584541,,,,Large accelerated filer,0531,OR,OR,5036713173,,ONE BOWERMAN DR,,BEAVERTON,OR,97005-6453,OR,ONE BOWERMAN DR,,BEAVERTON,OR,97005-6453,OR
0000875320,VERTEX PHARMACEUTICALS INC / MA,operating,2834,Pharmaceutical Preparations,03 Life Sciences,1,1,VRTX,Nasdaq,043039129,,,,Large accelerated filer,1231,MA,MA,6173416393,,50 NORTHERN AVENUE,,BOSTON,MA,02210,MA,50 NORTHERN AVENUE,,BOSTON,MA,02210,MA
0000067088,MITSUBISHI UFJ FINANCIAL GROUP INC,other,6029,"Commercial Banks, NEC",02 Finance,1,0,"MUFG,MBFJF","NYSE,OTC",000000000,,,,Large accelerated filer,0331,,,2125301784,,1251 AVENUE OF THE AMERICAS,,NEW YORK,NY,10020-1104,NY,"4-5, MARUNOUCHI 1-CHOME",CHIYODA-KU,TOKYO,M0,100-8330,Japan
0000887028,RIO TINTO LTD,other,1000,Metal Mining,01 Energy & Transportation,0,0,RTNTF,OTC,000000000,,,,,1231,C3,Australia,44 20 7781 1623,,RIO TINTO SERVICES INC.,80 STATE STREET,ALBANY,NY,12207-2543,NY,120 COLLINS STREET,MELBOURNE,VICTORIA 3000,C3,AUSTRALIA,Australia
0001075531,Booking Holdings Inc.,operating,4700,Transportation Services,01 Energy & Transportation,0,1,BKNG,Nasdaq,061528493,,,,Large accelerated filer,1231,DE,DE,203-299-8000,,800 CONNECTICUT AVE,,NORWALK,CT,06854,CT,800 CONNECTICUT AVE,,NORWALK,CT,06854,CT
0001378580,Airbus SE/ADR,other,8880,American Depositary Receipts,International Corp Fin,0,0,"EADSY,EADSF","OTC,OTC",000000000,,,,,,,,212 238-3128,,120 BROADWAY,32ND FLOOR,NEW YORK,NY,10271,NY,120 BROADWAY,32ND FLOOR,NEW YORK,NY,10271,NY
0000723125,MICRON TECHNOLOGY INC,operating,3674,Semiconductors & Related Devices,04 Manufacturing,0,1,MU,Nasdaq,751618004,,,,Large accelerated filer,0829,DE,DE,2083684000,,8000 S FEDERAL WAY,PO BOX 6,BOISE,ID,83716-9632,ID,8000 S FEDERAL WAY,PO BOX 6,BOISE,ID,83716-9632,ID
0000316709,SCHWAB CHARLES CORP,operating,6211,"Security Brokers, Dealers & Flotation Companies",02 Finance,1,1,"SCHW,SCHW-PD,SCHW-PJ","NYSE,NYSE,NYSE",943025021,,,,Large accelerated filer,1231,DE,DE,817-859-5000,,3000 SCHWAB WAY,,WESTLAKE,TX,76262,TX,3000 SCHWAB WAY,,WESTLAKE,TX,76262,TX
0001668717,Anheuser-Busch InBev SA/NV,other,2082,Malt Beverages,04 Manufacturing,0,0,"BUD,BUDFF","NYSE,OTC",000000000,,,,Large accelerated filer,1231,C9,Belgium,32(0)16276018,,BROUWERIJPLEIN 1,,LEUVEN,C9,3000,Belgium,BROUWERIJPLEIN 1,,LEUVEN,C9,3000,Belgium
0001551182,Eaton Corp plc,operating,3590,Misc Industrial & Commercial Machinery & Equipment,06 Technology,0,1,ETN,NYSE,981059235,,,,Large accelerated filer,1231,,,353 1637 2900,,30 PEMBROKE ROAD,EATON HOUSE,DUBLIN,L2,DUBLIN 4,Ireland,30 PEMBROKE ROAD,EATON HOUSE,DUBLIN,L2,DUBLIN 4,Ireland
0000831001,CITIGROUP INC,operating,6021,National Commercial Banks,02 Finance,1,1,"C,C-PN","NYSE,NYSE",521568099,,,,Large accelerated filer,1231,DE,DE,2125591000,,388 GREENWICH STREET,,NEW YORK,NY,10013,NY,388 GREENWICH STREET,,NEW YORK,NY,10013,NY
0000885725,BOSTON SCIENTIFIC CORP,operating,3841,Surgical & Medical Instruments & Apparatus,08 Industrial Applications and Services,1,1,BSX,NYSE,042695240,,,,Large accelerated filer,1231,DE,DE,508-683-4000,,300 BOSTON SCIENTIFIC WAY,,MARLBOROUGH,MA,01752-1234,MA,300 BOSTON SCIENTIFIC WAY,,MARLBOROUGH,MA,01752-1234,MA
0000707549,LAM RESEARCH CORP,operating,3559,"Special Industry Machinery, NEC",06 Technology,0,1,LRCX,Nasdaq,942634797,,,,Large accelerated filer,0629,DE,DE,5106590200,,4650 CUSHING PARKWAY,,FREMONT,CA,94538,CA,4650 CUSHING BLVD,,FREMONT,CA,94538,CA
0001045609,"Prologis, Inc.",operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,0,1,"PLD,PLDGP","NYSE,OTC",943281941,,,,Large accelerated filer,1231,MD,MD,4153949000,,PIER 1 BAY 1,,SAN FRANCISCO,CA,94111,CA,PIER 1 BAY 1,,SAN FRANCISCO,CA,94111,CA
0001596532,"Arista Networks, Inc.",operating,3576,Computer Communications Equipment,06 Technology,0,1,ANET,NYSE,201751121,,,,Large accelerated filer,1231,DE,DE,408-547-5500,,5453 GREAT AMERICA PARKWAY,,SANTA CLARA,CA,95054,CA,5453 GREAT AMERICA PARKWAY,,SANTA CLARA,CA,95054,CA
0000012927,BOEING CO,operating,3721,Aircraft,04 Manufacturing,1,1,BA,NYSE,910425694,,,,Large accelerated filer,1231,DE,DE,7034146338,,929 LONG BRIDGE DRIVE,,ARLINGTON,VA,22202,VA,929 LONG BRIDGE DRIVE,,ARLINGTON,VA,22202,VA
0001090727,UNITED PARCEL SERVICE INC,operating,4210,Trucking & Courier Services (No Air),01 Energy & Transportation,1,1,UPS,NYSE,582480149,,,,Large accelerated filer,1231,DE,DE,4048286000,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,GA,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,GA
0000006281,ANALOG DEVICES INC,operating,3674,Semiconductors & Related Devices,04 Manufacturing,0,1,ADI,Nasdaq,042348234,,,,Large accelerated filer,1102,MA,MA,7813294700,,ONE ANALOG WAY,,WILMINGTON,MA,01887,MA,ONE ANALOG WAY,,WILMINGTON,MA,01887,MA
0000896159,Chubb Ltd,operating,6331,"Fire, Marine & Casualty Insurance",02 Finance,1,1,CB,NYSE,000000000,,,,Large accelerated filer,1231,V8,Switzerland,41 0 43 456 7600,,BARENGASSE 32,,ZURICH,V8,CH-8001,Switzerland,BARENGASSE 32,,ZURICH,V8,CH-8001,Switzerland
0000319201,KLA CORP,operating,3827,Optical Instruments & Lenses,08 Industrial Applications and Services,1,1,KLAC,Nasdaq,042564110,,,,Large accelerated filer,0630,DE,DE,4088753000,,ONE TECHNOLOGY DRIVE,,MILPITAS,CA,95035,CA,ONE TECHNOLOGY DRIVE,,MILPITAS,CA,95035,CA
0001404912,KKR & Co. Inc.,operating,6282,Investment Advice,02 Finance,1,1,"KKR,KKRS","NYSE,NYSE",,,,,Large accelerated filer,1231,,,212-750-8300,,30 HUDSON YARDS,,NEW YORK,NY,10001,NY,30 HUDSON YARDS,,NEW YORK,NY,10001,NY
0000313838,Sony Group Corp,other,3651,Household Audio & Video Equipment,04 Manufacturing,1,0,"SONY,SNEJF","NYSE,OTC",000000000,,,,Large accelerated filer,0331,M0,Japan,81-3-6748-2111,,"1-7-1, KONAN",MINATO-KU,TOKYO,M0,108-0075,Japan,"1-7-1, KONAN",MINATO-KU,TOKYO,M0,108-0075,Japan
0000062709,"MARSH & MCLENNAN COMPANIES, INC.",operating,6411,"Insurance Agents, Brokers & Service",02 Finance,1,1,MMC,NYSE,362668272,,,,Large accelerated filer,1231,DE,DE,2123455000,,1166 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,NY,1166 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,NY
0001327567,Palo Alto Networks Inc,operating,3577,"Computer Peripheral Equipment, NEC",06 Technology,0,1,PANW,Nasdaq,202530195,,,,Large accelerated filer,0731,DE,DE,408-753-4000,,3000 TANNERY WAY,,SANTA CLARA,CA,95054,CA,3000 TANNERY WAY,,SANTA CLARA,CA,95054,CA
0001613103,Medtronic plc,operating,3845,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,1,1,MDT,NYSE,000000000,,,,Large accelerated filer,0425,,,01135314381700,,BUILDING TWO PARKMORE BUSINESS PARK WEST,,GALWAY,L2,1,Ireland,BUILDING TWO PARKMORE BUSINESS PARK WEST,,GALWAY,L2,1,Ireland
0000008670,AUTOMATIC DATA PROCESSING INC,operating,7374,Services-Computer Processing & Data Preparation,06 Technology,1,1,ADP,Nasdaq,221467904,,,,Large accelerated filer,0630,DE,DE,9739745000,,ONE ADP BOULEVARD,,ROSELAND,NJ,07068,NJ,ONE ADP BOULVARD,,ROSELAND,NJ,07068,NJ
0000829224,STARBUCKS CORP,operating,5810,Retail-Eating & Drinking Places,07 Trade & Services,1,1,SBUX,Nasdaq,911325671,,,,Large accelerated filer,0927,WA,WA,2064471575,,2401 UTAH AVENUE SOUTH,,SEATTLE,WA,98134,WA,P O BOX 34067,,SEATTLE,WA,98124-1067,WA
0001161167,L AIR LIQUIDE SA /FI,other,,,International Corp Fin,0,0,"AIQUY,AIQUF","OTC,OTC",000000000,,,,,,,,,,,,,,,,75 QUAI D ORSAY,75321 PARIS CEDEX 07,FRANCE,I0,00000,France
0000947263,TORONTO DOMINION BANK,other,6029,"Commercial Banks, NEC",02 Finance,1,0,"TD,TDBCP,TDBKF,TDOMF,TDOPF","NYSE,OTC,OTC,OTC,OTC",135640479,,,,,1031,A6,"Ontario, Canada",416-944-6367,,66 WELLINGTON STREET WEST,"12TH FLOOR, TD TOWER","TORONTO, ONTARIO",A6,M5K 1A2,"Ontario, Canada",66 WELLINGTON STREET WEST,"12TH FLOOR, TD TOWER","TORONTO, ONTARIO",A6,M5K 1A2,"Ontario, Canada"
0000315189,DEERE & CO,operating,3523,Farm Machinery & Equipment,06 Technology,1,1,DE,NYSE,362382580,,,,Large accelerated filer,1027,DE,DE,(309) 765-8000,,ONE JOHN DEERE PLACE,,MOLINE,IL,61265-8098,IL,ONE JOHN DEERE PLACE,,MOLINE,IL,61265-8098,IL
0001053507,AMERICAN TOWER CORP /MA/,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,AMT,NYSE,650723837,,,,Large accelerated filer,1231,DE,DE,6173757500,,116 HUNTINGTON AVE,,BOSTON,MA,02116,MA,116 HUNTINGTON AVE,,BOSTON,MA,02116,MA
0001099590,MERCADOLIBRE INC,operating,7389,"Services-Business Services, NEC",07 Trade & Services,0,1,MELI,Nasdaq,980212790,,,,Large accelerated filer,1231,,,598-2-2927-2770,,DR. LUIS BONAVITA 1294 OF. 1733 TOWER II,,MONTEVIDEO,X3,11300,Uruguay,DR. LUIS BONAVITA 1294 OF. 1733 TOWER II,,MONTEVIDEO,X3,11300,Uruguay
0000014272,BRISTOL MYERS SQUIBB CO,operating,2834,Pharmaceutical Preparations,03 Life Sciences,1,1,"BMY,BMYMP,CELG-RI","NYSE,OTC,NYSE",220790350,,,,Large accelerated filer,1231,DE,DE,6092524621,,ROUTE 206 AND PROVINCE LINE ROAD,,PRINCETON,NJ,08543,NJ,ROUTE 206 AND PROVINCE LINE ROAD,,PRINCETON,NJ,08543,NJ
0000863064,RIO TINTO PLC,other,1000,Metal Mining,01 Energy & Transportation,1,0,"RIO,RTPPF","NYSE,OTC",000000000,,,,Large accelerated filer,1231,X0,United Kingdom,44 20 7781 1623,,RIO TINTO SERVICES INC.,80 STATE STREET,ALBANY,NY,12207-2543,NY,6 ST JAMES'S SQUARE,,"LONDON, SW1Y 4AD",X0,00000,United Kingdom
0001103838,ICICI BANK LTD,other,6029,"Commercial Banks, NEC",02 Finance,0,0,IBN,NYSE,000000000,,,,,0331,,,91-22-2653-8900,,ICICI BANK TOWERS,BANDRA-KURLA COMPLEX,MUMBAI,K7,400 051,India,ICICI BANK TOWERS,BANDRA-KURLA COMPLEX,MUMBAI,K7,400 051,India
0001610520,UBS Group AG,other,6021,National Commercial Banks,02 Finance,1,0,UBS,NYSE,000000000,,,,Large accelerated filer,1231,V8,Switzerland,41-44-234-1111,,BAHNHOFSTRASSE 45,,ZURICH,V8,CH-8001,Switzerland,BAHNHOFSTRASSE 45,,ZURICH,V8,CH-8001,Switzerland
0001594805,SHOPIFY INC.,other,7372,Services-Prepackaged Software,06 Technology,1,0,SHOP,NYSE,000000000,,,,,1231,Z4,Canada (Federal Level),613-241-2828,,151 O'CONNOR STREET,GROUND FLOOR,OTTAWA,A6,K2P 2L8,"Ontario, Canada",151 O'CONNOR STREET,GROUND FLOOR,OTTAWA,A6,K2P 2L8,"Ontario, Canada"
0000860730,"HCA Healthcare, Inc.",operating,8062,"Services-General Medical & Surgical Hospitals, NEC",08 Industrial Applications and Services,0,1,HCA,NYSE,273865930,,,,Large accelerated filer,1231,,,6153449551,,ONE PARK PLAZA,,NASHVILLE,TN,37203,TN,ONE PARK PLZ,,NASHVILLE,TN,37203,TN
0000092122,SOUTHERN CO,operating,4911,Electric Services,01 Energy & Transportation,0,1,"SO,SOJC,SOJD,SOJE","NYSE,NYSE,NYSE,NYSE",580690070,,,,Large accelerated filer,1231,DE,DE,4045065000,,"30 IVAN ALLEN JR. BLVD., N.W.",,ATLANTA,GA,30308,GA,"30 IVAN ALLEN JR. BLVD., N.W.",,ATLANTA,GA,30308,GA
0000798354,FISERV INC,operating,7389,"Services-Business Services, NEC",07 Trade & Services,0,1,FI,NYSE,391506125,,,,Large accelerated filer,1231,WI,WI,4148795000,,600 N. VEL R. PHILLIPS AVENUE,,MILWAUKEE,WI,53203,WI,600 N. VEL R. PHILLIPS AVENUE,,MILWAUKEE,WI,53203,WI
0001739940,Cigna Group,operating,6324,Hospital & Medical Service Plans,02 Finance,0,1,CI,NYSE,824991898,,,,Large accelerated filer,1231,DE,DE,8602266000,,900 COTTAGE GROVE ROAD,,BLOOMFIELD,CT,06002,CT,900 COTTAGE GROVE ROAD,,BLOOMFIELD,CT,06002,CT
0001103982,"Mondelez International, Inc.",operating,2000,Food and Kindred Products,04 Manufacturing,1,1,MDLZ,Nasdaq,522284372,,,,Large accelerated filer,1231,IL,IL,847-943-4000,,905 WEST FULTON MARKET,SUITE 200,CHICAGO,IL,60607,IL,905 WEST FULTON MARKET,SUITE 200,CHICAGO,IL,60607,IL
0000313807,BP PLC,other,2911,Petroleum Refining,01 Energy & Transportation,0,0,"BP,BPAQF","NYSE,OTC",000000000,,,,Large accelerated filer,1231,X0,United Kingdom,442074964000,,1 ST JAMES'S SQUARE,,LONDON,X0,SW1Y 4PD,United Kingdom,1 ST JAMES'S SQUARE,,LONDON,X0,SW1Y 4PD,United Kingdom
0001119639,PETROBRAS - PETROLEO BRASILEIRO SA,other,1311,Crude Petroleum & Natural Gas,01 Energy & Transportation,0,0,"PBR,PBR-A","NYSE,NYSE",000000000,,,,Large accelerated filer,1231,D5,Brazil,55-21-534-4477,,AVENIDA REPUBLICA DO CHILE 65,,RIO DE JANERIO RJ BR,D5,20035-900,Brazil,AVENIDA REPUBLICA DO CHILE 65,,RIO DE JANERIO RJ BR,D5,20035-900,Brazil
0000882095,"GILEAD SCIENCES, INC.",operating,2836,"Biological Products, (No Diagnostic Substances)",03 Life Sciences,1,1,GILD,Nasdaq,943047598,,,,Large accelerated filer,1231,DE,DE,6505743000,,333 LAKESIDE DR,,FOSTER CITY,CA,94404,CA,333 LAKESIDE DR,,FOSTER CITY,CA,94404,CA
0001067491,Infosys Ltd,other,7371,Services-Computer Programming Services,06 Technology,0,0,INFY,NYSE,581760235,,,,Large accelerated filer,0331,,,0119180852,,ELECTRONIC CITY HOSUR RD,BANGALORE KARNATAKA INDIA,BANGALORE,K7,560 100,India,ELECTRONICS CITY HOSUR RD,BANGALORE KARNATAKA INDIA,BANGALORE,K7,560 100,India
0000948401,COMPAGNIE FINANCIERE RICHEMONT AG                       /FI,other,,,,0,0,"CFRUY,CFRHF","OTC,OTC",000000000,,,,,,,,,,,,,,,,RIGISTRASSE 2 CH 6300 ZUG,,SWITZERLAND,V8,,Switzerland
0001443276,Tokyo Electron LTD,other,,,,0,0,"TOELY,TOELF","OTC,OTC",000000000,,,,,,,,212-238-3010,,120 BROADWAY,32ND FLOOR,NEW YORK,NY,10271,NY,120 BROADWAY,32ND FLOOR,NEW YORK,NY,10271,NY
0001571949,"Intercontinental Exchange, Inc.",operating,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",02 Finance,1,1,ICE,NYSE,000000000,,,,Large accelerated filer,1231,DE,DE,770-857-4700,,"5660 NEW NORTHSIDE DRIVE,",THIRD FLOOR,ATLANTA,GA,30328,GA,"5660 NEW NORTHSIDE DRIVE,",THIRD FLOOR,ATLANTA,GA,30328,GA
0000089800,SHERWIN WILLIAMS CO,operating,5200,"Retail-Building Materials, Hardware, Garden Supply",07 Trade & Services,0,1,SHW,NYSE,340526850,,,,Large accelerated filer,1231,OH,OH,2165662200,,101 PROSPECT AVE NW,,CLEVELAND,OH,44115,OH,101 PROSPECT AVE NW,,CLEVELAND,OH,44115,OH
0001022837,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",other,6029,"Commercial Banks, NEC",02 Finance,1,0,"SMFG,SMFNF","NYSE,OTC",000000000,,,,Large accelerated filer,0331,M0,Japan,81-3-3282-8111,,"1-2, MARUNOUCHI 1-CHOME",CHIYODA-KU,TOKYO,M0,100-0005,Japan,"1-2, MARUNOUCHI 1-CHOME",CHIYODA-KU,TOKYO,M0,100-0005,Japan
0000050863,INTEL CORP,operating,3674,Semiconductors & Related Devices,04 Manufacturing,1,1,INTC,Nasdaq,941672743,,,,Large accelerated filer,1228,DE,DE,4087658080,,2200 MISSION COLLEGE BLVD,RNB-4-151,SANTA CLARA,CA,95054,CA,2200 MISSION COLLEGE BLVD,RNB-4-151,SANTA CLARA,CA,95054,CA
0000764180,"ALTRIA GROUP, INC.",operating,2111,Cigarettes,04 Manufacturing,1,1,MO,NYSE,133260245,,,,Large accelerated filer,1231,VA,VA,(804) 274-2200,,6601 WEST BROAD STREET,,RICHMOND,VA,23230,VA,6601 WEST BROAD STREET,,RICHMOND,VA,23230,VA
0001326160,Duke Energy CORP,operating,4931,Electric & Other Services Combined,01 Energy & Transportation,1,1,"DUK,DUK-PA,DUKH,DUKB","NYSE,NYSE,Nasdaq,NYSE",202777218,,,,Large accelerated filer,1231,DE,DE,800-488-3853,,525 SOUTH TRYON STREET,,CHARLOTTE,NC,28202-1803,NC,525 SOUTH TRYON STREET,,CHARLOTTE,NC,28202-1803,NC
0000929869,RELX PLC,other,7389,"Services-Business Services, NEC",07 Trade & Services,0,0,"RELX,RLXXF","NYSE,OTC",000000000,,,,Large accelerated filer,1231,X0,United Kingdom,442071665777,,1-3 STRAND,,LONDON,X0,WC2N 5JR,United Kingdom,1-3 STRAND,,LONDON,X0,WC2N 5JR,United Kingdom
0001442651,"Shin-Etsu Chemical Co., Ltd.",other,,,,0,0,"SHECY,SHECF","OTC,OTC",000000000,,,,,,,,212-238-3010,,120 BROADWAY,32ND FLOOR,NEW YORK,NY,10271,NY,120 BROADWAY,32ND FLOOR,NEW YORK,NY,10271,NY
0001059556,MOODYS CORP /DE/,operating,7320,"Services-Consumer Credit Reporting, Collection Agencies",07 Trade & Services,1,1,MCO,NYSE,133998945,,,,Large accelerated filer,1231,DE,DE,2125530300,,7 WORLD TRADE CENTER,AT 250 GREENWICH STREET,NEW YORK,NY,10007,NY,7 WORLD TRADE CENTER,AT 250 GREENWICH STREET,NEW YORK,NY,10007,NY
0000883241,SYNOPSYS INC,operating,7372,Services-Prepackaged Software,06 Technology,1,1,SNPS,Nasdaq,561546236,,,,Large accelerated filer,1031,DE,DE,6505845000,,675 ALMANOR AVE,,SUNNYVALE,CA,94085,CA,675 ALMANOR AVE,,SUNNYVALE,CA,94085,CA
0000895728,ENBRIDGE INC,operating,4610,Pipe Lines (No Natural Gas),01 Energy & Transportation,1,1,"ENB,EBBNF,EBBGF,EBGEF,EBRGF,EBRZF,ENBFF,ENBGF,ENBHF,ENBMF,ENBNF,ENBOF,ENBRF,ENNPF","NYSE,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC",000000000,,,,Large accelerated filer,1231,A0,"Alberta, Canada",403-231-3900,,200 425 - 1ST STREET SW,,CALGARY,A0,T2P 3L8,"Alberta, Canada",200 425 - 1ST STREET SW,,CALGARY,A0,T2P 3L8,"Alberta, Canada"
